utterances,labels
Parking is not important. Could you recommend one for me?,default
I'm looking for a room less then 130 a night with at least a 4 star rating.,default
"Yeah, book me a room for three nights, starting Monday.",default
just 1 person.,default
"Great! I need a taxi to commute between the hotel and the church, too.",default
I want to leave the hotel by 08:15.,default
Great! That is all I'll need. Thank you and goodbye.,default
I'm looking for colleges in the centre.,default
"Could you suggest one and give me the address and postcode, please?",default
Is there an entrance fee?,default
looking for a particular hotel. Its name is called express by holiday inn cambridge.,default
"I'm not ready to book quite yet. Can you let me know if it is a hotel or guest house. Also, how many stars it is?",default
Thank you. What are some of the attractions in the centre area?,default
I am looking for a place to stay. The hotel should be in the north and should be in the type of guesthouse,default
I don't care about the price but it needs to be a four star hotel.,default
I need a place with 4 stars.,default
Do they have internet and what's the price range?,default
Ok that is all I needed for now. Thanks!,default
"Hello, can you help me find a train that leaves after 16:00? The train should also leave Kings Lynn too. Thankyou.",default
I would like to leave on Friday.,default
I'm going to Cambridge.,default
"Yes please, and please send the reference number. I am also looking for a college in the west to visit. Can you please find one for me.",default
just one ticket,default
"Thanks, can I have the address and postcode for the college you find.",default
"Yes, the college should be in the west.",default
"Churchill College will be fine. I'll need the postcode and address, please?",default
Thank you very much.,default
"I still need the address for Churchill College, please.",default
"No, thank you. That's it.",default
I'm looking for a train leaving after 16:30 leaving on monday.,default
I want to go birmingham new street from cambridge.,default
"Yes, please. I need a booking for 4 people and I want the reference number. Thanks for being so helpful!",default
"Yes, I'm also looking for information on the Lensfield Hotel.",default
"Okay, thanks! Can you please book it for the same group of 4 people for 2 nights, starting Saturday?",default
"No, that's all. good bye.",default
I need a train on Friday.,default
I am leaving from Cambridge and going to Ely. I want to leave at 18:15,default
"Yes, please. I need 7 tickets.",default
Someone recommended me a place called cafe uno. Do you have any information about it?,default
Yes book it for me thank you,default
"Actually, I can make it later. That will be all today. Thank you!",default
I am planning a trip in Cambridge.,default
I am looking for an attraction called camboats.,default
"Yes, I'd like their phone number and postcode, please?",default
i am are also looking for a train. The train should depart from stansted airport and should leave after 14:45. The train should leave on monday and should go to cambridge.,default
"Yes, that should work. Can you book me for 1 ticket please?",default
"Nothing else, you've been great, thanks.",default
"Hi, can you give me some information on places to stay on my trip?",default
I'd like one in the expensive price range that includes free wifi.,default
"Sounds good, could you book me a room for three people for three nights starting Thursday?",default
